t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,j_0,j_1,j_2,j_3,j_4,j_5,j_6,j_7,j_8,j_9,j_10,j_11,j_12,j_13,j_14,j_15,j_16,j_17,j_18,j_19,j_20,j_21,j_22,j_23,j_24,j_25,j_26,j_27,j_28,j_29,c_0,c_1,c_2,c_3,c_4,c_5,c_6,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,Cardinality
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.3404004812282452,0.13392952198445657,0.663133795860498,0.639517046580212,0.6782941702013237,0.47471397396256243,0.9194139024773669,0.0,0.0,0.0,0.0,0.9699248120300759,1.0,0.0,1.0,0.1538461538461542,0.14285714285714235,0.0,0.0,0.0,0.9999999999999999,66264
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.2584204239432463,0.22537616664892307,0.5979383839440322,0.2674244182426428,0.6394910093939472,0.34566109873152423,0.7481805823985794,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.8706896551724128,0.0,1.0,0.1538461538461542,0.14285714285714235,0.0,1.0,0.0,0.9999999999999999,64064
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.29389602216047506,0.42400369069165006,0.9383335851278536,0.6485228938713823,0.44394424349666484,0.6031737806106879,0.6208814581233411,0.0,0.0,0.5,0.5,0.8421052631578956,0.7672413793103452,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9999999999999999,1161
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.6540765255663208,0.0,0.3728534517154953,0.5152522033476167,0.554607197689245,0.5173055109314626,0.7506588742266895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,302610
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.29389602216047506,0.42400369069165006,0.9383335851278536,0.6485228938713823,0.44394424349666484,0.6031737806106879,0.6208814581233411,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.887931034482758,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9999999999999999,287550
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.3404004812282452,0.13392952198445657,0.663133795860498,0.639517046580212,0.6782941702013237,0.47471397396256243,0.9194139024773669,0.0,0.0,0.0,0.0,0.0,0.9310344827586192,0.0,1.0,0.07692307692307665,0.07142857142857117,1.0,1.0,0.0,0.9999999999999999,287696
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.2584204239432463,0.22537616664892307,0.5979383839440322,0.2674244182426428,0.6394910093939472,0.34566109873152423,0.7481805823985794,0.0,0.0,0.0,0.0,0.9624060150375939,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,156883
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.3404004812282452,0.13392952198445657,0.663133795860498,0.639517046580212,0.6782941702013237,0.47471397396256243,0.9194139024773669,0.0,0.0,0.0,0.0,0.0,0.7413793103448292,0.0,1.0,0.07692307692307665,0.07142857142857117,0.0,0.0,0.0,0.9999999999999999,224044
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.2584204239432463,0.22537616664892307,0.5979383839440322,0.2674244182426428,0.6394910093939472,0.34566109873152423,0.7481805823985794,0.0,0.0,0.0,0.0,0.0,0.9310344827586192,0.0,1.0,0.07692307692307665,0.07142857142857117,0.0,1.0,0.0,0.9999999999999999,743378
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5516472235663317,0.0,0.2883544579935307,0.0,0.4861362753302656,0.25671835856293274,0.7487224501588909,0.8977420838431973,0.1021981067146181,0.9690255247689581,0.35962252507762127,0.319089025512054,0.4986751132458395,0.5107059188893343,0.5896541103334046,0.7612736638417827,0.22641301941683034,0.0,0.755380842857898,0.3042272668058895,0.1747016934204057,0.7135309726127853,0.2574553247142086,0.0,0.0,0.6175460368275764,0.5834611766901957,0.5892319669738086,0.0,0.4225098765056106,0.3404004812282452,0.13392952198445657,0.663133795860498,0.639517046580212,0.6782941702013237,0.47471397396256243,0.9194139024773669,0.0,0.0,0.33333333333333337,0.33333333333333337,0.8496240601503757,0.775862068965516,0.0,1.0,0.07692307692307665,0.07142857142857117,0.0,0.0,0.0,0.9999999999999999,936
